category,tags,image,weekend_price,weekday_price,distance,rating,place_name,city,description
Pantai,"Pantai, Tabanan, Dekat dari Bandara, Murah",https://i2.wp.com/blog.tripcetera.com/id/wp-content/uploads/2020/04/pura-tanah-lot-bali.jpg,15000,15000,dekat,4,Pura Tanah Lot,Tabanan,Tanah Lot salah satu pura penting bagi umat Hindu Bali dan lokasi pura terletak di atas batu besar yang berada di lepas pantai Pura Tanah Lot merupakan ikon pariwisata pulau Bali
Religius,"Religius, Gianyar, Dekat dari Bandara, Murah",https://d363dj0znn9oly.cloudfront.net/wp-content/uploads/2018/04/goa-gajah.jpg,30000,30000,dekat,3.5,Goa Gajah,Gianyar,Objek wisata Goa Gajah sejatinya adalah peninggalan sejarah seperti namanya berbentuk sebuah goa di sebuah areal pura sehingga dikenal dengan nama Pura Goa GajahObjek wisata Goa Gajah sejatinya adalah peninggalan sejarah seperti namanya berbentuk sebuah goa di sebuah areal pura sehingga dikenal dengan nama Pura Goa Gajah
Religius,"Religius, Karangasem, Sedang dari Bandara, Murah",https://1001indonesia.net/asset/2018/01/Taman-Ujung-Karangasem.jpg,10000,10000,sedang,4.5,Istana Air Taman Ujung,Karangasem,Tahun Taman Ujung di Kabupaten Karangasem Bali pernah hancur lantaran letusan Gunung Agung Sempat terbengkalai sampai akhirnya tahun wisatawan dapat menikmati kembali keindahan Taman Ujung Taman Ujung merupakan taman peristirahatan yang dibangun pada di bawah pemerintahan Raja Karangasem
Religius,"Religius, Gianyar, Dekat dari Bandara, Gratis",https://www.wowkeren.com/display/images/photo/2018/11/09/00231543s3e1.jpg,0,0,dekat,3.5,Istana Puri Saren,Gianyar,Puri Ubud atau biasa disebut Puri Saren Agung adalah tempat tinggal dari Raja Ubud Tjokorde Gede Agung Sukawati Wisata ini menawarkan keindahan pura serta setiap malam diadakan pentas kesenian tari seperti tari Barong Ubud
Religius,"Religius, Gianyar, Dekat dari Bandara, Murah",https://media.istockphoto.com/id/694447934/photo/the-entrance-gate-of-balinese-temple-of-pura-puseh-and-pura-desa-batuan-gianyar.jpg?s=170667a&w=0&k=20&c=wvLP0kypnxhtp3yocLX4JoT2xMrK80Ulmx31ZERyWsw=,10000,10000,dekat,4,Pura Puseh Batuan,Gianyar,Keberadaanya memiliki daya tarik tersendiri bagi para wisatawan terutama latar belakang atau sejarah berdirinya pura Puseh Batuan ini Yang cukup menarik adalah pura Puseh batuan merupakan pura Puseh tertua di Bali terletak di dusun Tengah desa Batuan Kec Sukawati Kab Gianyar
Religius,"Religius, Karangasem, Sedang dari Bandara, Murah",https://www.youngontop.com/wp-content/uploads/2022/05/pura-besakih.jpg,30000,30000,sedang,3.5,Pura Besakih,Karangasem,Letak Pura Besakih sengaja dipilih di desa yang dianggap Kompleks Pura Besakih dibangun berdasarkan keseimbangan alam dalam konsep Tri Hita Karana dimana penataannya disesuaikan berdasarkan arah mata angin agar struktur bangunannya dapat mewakili alam sebagai simbolisme adanya keseimbangan tersebut suci karena letaknya yang tinggi yang disebut Hulundang Basukih yang kemudian menjadi Desa Besakih
Religius,"Religius, Gianyar, Sedang dari Bandara, Murah",https://media.istockphoto.com/id/618625884/id/foto/ubud-indonesia.jpg?s=612x612&w=0&k=20&c=fajdXjtrtaCw5BQxSvOXXqXfFKuu0vKaLw3r6z9xTHI=,30000,30000,sedang,4.5,Pura Candi Tebing Gunung Kawi Sebatu,Gianyar,Candi Gunung Kawi merupakan situs arkeologi berupa candi yang dipahatkan pada dinding batu di tebing Sungai Pakerisan yang sangat indah dan asri
Religius,"Religius, Bangli, Sedang dari Bandara, Murah",https://m-kuta.com/wp-content/uploads/2019/05/Pura-Kehen-1.png,10000,10000,sedang,4.5,Pura Kehen,Bangli,Pura Kehen adalah pura hindu Bali yang juga disebut pura Hyang Api dewa api yang dalam bahasa Bali kehen berarti api memiliki banyak keunikan Selain letaknya yang strategis pintu masuk candi tidak menggunakan Candi Bentar seperti candi Kahyangan Jagat pada umumnya
Religius,"Religius, Karangasem, Jauh dari Bandara, Mahal",https://mediaim.expedia.com/destination/2/657c870b68810f9d59c3dc30f258ae2b.jpg,50000,50000,jauh,4,Pura Lempuyang,Karangasem,Dengan latar belakang panorama Gunung Agung yang memukau disamping sebagai tempat suci Pura Sad Kahyangan Lempuyang Luhur memiliki keunikan tersendiri seperti kemurnian alamnya terutama kawasan hutan cocok menjadi paruparu Pulau Dewata
Religius,"Religius, Tabanan, Sedang dari Bandara, Murah",https://subbali.com/wp-content/uploads/2018/05/Pura-Luhur-Batukaru.png,15000,15000,sedang,4.5,Pura Luhur Batukaru,Tabanan,Pura Luhur Batukaru adalah sebuah pura yang terletak di lereng Gunung Batukaru Bali Nama pura ini diambil dari nama Gunung Batukaru tempat lokasinya berada Pura ini merupakan salah satu pura Sad Kahyangan tempat pemujaan seluruh umat Hindu Destinasi wisata ini berada di ketinggian sekitar mdpl Dikelilingi hutan lebat membuat lingkungan pura ini berhawa sejuk dan segar khas udara pegunungan
Religius,"Religius, Gianyar, Dekat dari Bandara, Gratis",https://liburdulu.com/wp-content/uploads/2020/09/Terletak-di-tengah-hiruk-pikuk-tempat-wisata-Ubud-tak-membuat.jpg,0,0,dekat,4,Pura Saraswati,Gianyar,Pura Saraswati merupakan pura yang didirikan untuk pemujaan Dewi ilmu Pengetahuan Dewi Saraswati Dibangun oleh Gusti Nyoman Lempad seniman terkenal Ubud pura ini berlokasi di Gianyar Keunikan Pura Taman Saraswati di antara pura Bali lainnya adalah adanya kolam teratai Teratai yang mekar di kolam yang mengelilinginya membuat objek wisata ini begitu megah
Religius,"Religius, Badung, Dekat dari Bandara, Murah",https://img.freepik.com/free-photo/pura-taman-ayun-temple-bali-indonesia_335224-391.jpg?w=2000,15000,15000,dekat,4,Pura Taman Ayun,Badung,Pura Taman Ayun di susun dengan konsep taman tradisional Bali yang dikelilingi sungai buatan dengan berbagai jenis tumbuhan langka khas Bali Keindahan bentang alam ditambah dengan bangunan suci Meru tumpang SOLAS bangunan beratap ijuk sebagai material sedangkan meru paling bergengsi berisi tingkatan Meru melambangkan stana yang diyakini sebagai tempat suci para Dewa
Religius,"Religius, Gianyar, Sedang dari Bandara, Murah",https://media.istockphoto.com/id/1355012798/photo/pura-tirta-empul-temple-on-bali.jpg?s=612x612&w=0&k=20&c=pMHh6AgFe8coUabOajyvzZqPXba_PdykE6p4VGI_7Ds=,30000,30000,sedang,4.5,Pura Tirta Empul,Gianyar,Tirta Empul adalah nama sebuah pura Hindu yang terletak di desa Manukaya kecamatan Tampak Siring kabupaten Gianyar Bali Keunikan arsitektur dan adanya mata air pada area dalam pura membuat pura Tirta Empul menarik banyak kunjungan wisatawan
Religius,"Religius, Badung, Dekat dari Bandara, Mahal",https://museumnusantara.com/wp-content/uploads/2020/06/pura-uluwatu-bali-oleh-museum-nusantara.jpg,50000,50000,dekat,4,Pura Uluwatu,Badung,Pura yang terletak di ujung barat daya pulau Bali di atas anjungan batu karang yang terjal dan tinggi serta menjorok ke laut ini merupakan Pura Sad Kayangan yang dipercaya oleh orang Hindu sebagai penyangga dari mata angin
Religius,"Religius, Karangasem, Jauh dari Bandara, Murah",https://s3.ap-southeast-2.amazonaws.com/thebalibible.com/uploads/images/venue/9afb892f4363c57a85b0bc86790ec83c.jpg?v=1,25000,25000,jauh,4.5,Tirta Gangga,Karangasem,Ada tiga hal utama yang ada di taman Tirta Gangga Karangasem kebun kolam air dan patung Lokasi dari taman Tirta Gangga Karangasem berada di tengah areal persawahan dan air yang ada di taman ini berasal dari mata air Rejasa Taman ini masih milik kerajaan Karangasem
